cmd,time,loc,pref
홍대입구역 근처에 분위기 좋은 술집 있나요?,저녁,홍대입구역,분위기 좋은 술집
이태원동 경리단길 쪽에 분위기 좋은 레스토랑 좀 알려줄래?,점심,이태원동 경리단길,분위기 좋은 레스토랑
강남역 근처에 맛있는 파스타집 있나요?,없음,강남역,맛있는 파스타
오늘은 뭐 먹지?,점심,없음,없음
종로3가 맛집 알려주세요~,없음,종로3가,없음
강남역에서 가까운 분위기 좋은 레스토랑 추천해주세요.,점심,강남역,분위기 좋은 레스토랑
강남역근처분위기좋은레스토랑추천해주세요!,없음,강남역,분위기 좋은 레스토랑
홍대입구역 근처에 괜찮은 이자카야가 있을까요?,없음,홍대입구역,이자카야
압구정로데오쪽에 마라탕 맛집이 있을까요?,없음,압구정로데오 쪽,마라탕
오늘 점심은 뭐 먹지?,점심,없음,없음
서울에서 혼자 갈만한 술집 좀 알려주세요.,저녁,서울,혼자서 방문할 수 있는 곳
홍대입구역 주변에 분위기 좋은 카페가 있나요?,없음,홍대입구역,분위기 좋은 카페
건대입구쪽에 혼밥하기 좋은 곳 알려주세요.,없음,건대입구 쪽,혼밥하기 좋은 곳
강남구청역 근처에 괜찮은 횟집 있나요?,저녁,강남구청역,횟집
가로수길 근처 맛있는 디저트집 있나요?,없음,가로수길 근방,디저트
서울역 맛집 알려주세요!,없음,서울역,없음
홍대입구역 근처에 맛있는 곱창집 알려주세요.,없음,홍대입구역,곱창
인천공항 제1터미널 주변의 괜찮은 레스토랑을 알려주세요.,없음,인천공항 제1터미널,괜찮은 레스토랑
제주도 여행 코스 좀 짜주세요.,없음,제주도,없음
성수동에서 맛있는 파스타집을 찾아줘.,없음,성수동,맛있는 파스타
오늘 점심은 뭐 먹지?,없음,없음,없음
강남역 근처에 분위기 좋은 술집 있나요?,저녁,강남역,분위기 좋은 술집
강남역 주변에 맛집 좀 알려줘.,점심,강남역,없음
압구정로데오 맛집 좀 알려주세요~!!,없음,압구정로데오,없음
을지로3가역 근처에 가성비좋은 백반집 있나요?,없음,을지로3가역,가성비 좋은 백반집
홍대입구역 근처에 점심으로 먹기 좋은 식당 있나요?,점심,홍대입구역,"한식, 일식 등"
서울에 놀러왔는데 추천할 만한 곳 있어?,없음,서울,없음
홍대입구역 주변에 괜찮은 술집 있나요?,저녁,홍대입구역,술
강남역 주변의 분위기 좋은 레스토랑 알려주세요.,저녁,강남역,분위기 좋은 레스토랑
홍대에 있는 분위기 좋은 술집 알려주세요~,저녁,홍대,분위기 좋은 술집
용산 아이파크몰에서 뭐 먹지?,없음,용산 아이파크몰,없음
혹시 여기서 가까운 곳에 괜찮은 식당이 있나요?,없음,없음,없음
제주도 여행코스 짜는데 어디가 좋을까요?,없음,제주도,없음
강남역 주변에 괜찮은 술집 있나요?,저녁,강남역,괜찮은 술집
점심으로 먹을 만한 맛집 알려줘!,없음,없음,없음
점심은 뭐 먹지?,점심,없음,없음
서울 시내에서 갈만한 카페를 찾고 있습니다.,없음,서울 시내,분위기 좋고 커피 맛도 괜찮은 곳
홍대입구역 주변에 맛있는 파스타집이 어디있나요?,없음,홍대입구역,맛있는 파스타
배고픈데 뭘 먹어야 할까요?,없음,없음,없음
서울에 맛있는 냉면집 알려주세요.,점심,서울,냉면
강남역에서 점심 먹을만한 곳 좀 알려주세요.,없음,강남역,없음
여의도역 주변 괜찮은 고기집 알려주세요~,저녁,여의도역,고기
서울에서 갈만한 전시회나 미술관 알려주세요!,없음,서울,"전시회, 미술관"
이 주변에 괜찮은 식당이 어디인가요?,없음,없음,없음
서울 근교 드라이브 코스 추천해주세요.,없음,서울,드라이브 코스
서울역 근처의 괜찮은 호텔을 찾아줘.,없음,서울역,5성급 호텔
강남구청역 쪽에 괜찮은 횟집 있나요?,없음,강남구청역,회
강남역 주변에 맛집 있나요?,없음,강남역,없음
오늘 점심은 뭐가 좋을까요?,점심,서울 전역,없음
을지로3가역 주변에 점심식사 할만한 곳 있나요?,없음,을지로3가역,없음
오늘 점심 뭐 먹지?,점심,없음,없음
오늘 회식하는데 강남역 주변 맛집 좀 찾아봐줘!,없음,강남역,없음
홍대입구역 근처 혼밥하기 좋은 곳 알려주세요.,없음,홍대입구역,혼밥 가능한 곳
가로수길에서 소개팅하기 좋은 장소 좀 알려주세요.,없음,가로수길,소개팅 하기 좋은 장소
오늘 날씨가 너무 더워서 시원한 냉면이 먹고 싶어요. 서울의 맛있는 냉면집 알려주세요.,없음,서울,"물냉면, 비빔냉면 등"
서울에서 갈만한 곳 추천해주세요~,없음,서울,갈만한 곳
점심에 먹기 좋은 한식집 추천해주세요.,점심,홍대입구역,한식
강남역 주변에 혼밥하기 좋은 식당 있나요?,없음,강남역,혼밥
강남역이나 신논현역 근처에 있는 맛집을 알고 싶어요.,없음,강남역,없음
왕십리역 근처에 괜찮은 카페 있나요?,없음,왕십리역,카페
부산 해운대구 쪽에 혼밥할만한 곳 있나요?,없음,부산 해운대구,혼밥
요즘에 어떤 책을 읽고 있어요?,없음,없음,최근 독서 목록
강남역 근처에 점심으로 먹기 좋은 음식점이 어디일까요?,점심,강남역,없음
서울 근교로 드라이브 갈 만한 곳이 있을까요?,없음,서울,드라이브
강남역에서 회식하기 좋은 곳 알려주세요.,없음,강남역,회식 장소
서울 근교 드라이브 코스 알려줘.,없음,서울,드라이브
강남역 주변에 괜찮은 술집 있나요?,저녁,강남역,술 마시기 좋은 곳
종로구 쪽에 괜찮은 초밥집이 어디있나요?,없음,종로구,초밥
신촌이나 홍대 쪽에 분위기 좋은 술집 있나요?,저녁,신촌,분위기 좋은 술집
강남역 주변에 괜찮은 이자카야 있어?,없음,강남역,이자카야
요즘 핫한 연남동 맛집 추천해주세요.,없음,연남동,없음
서울 근교 드라이브 코스 추천해주세요.,없음,서울,드라이브 코스
강남역이나 신논현역 주변에 맛있는 파스타집 있나요?,없음,강남역,없음
강남역 주변에 혼밥할 만한 식당을 알려주세요.,없음,강남역,혼밥 가능한 식당
강남역 주변 맛집 추천해줘.,없음,강남역,없음
내일 점심으로 먹기 좋은 식당 알려주세요.,점심,없음,없음
요즘 핫한 디저트 가게가 어디야?,없음,없음,가장 핫한 디저트 가게
여기서 제일 가까운 지하철역이 어디야?,없음,없음,가장 가까운 지하철역
서울 근교 드라이브 코스 추천해주세요~,없음,서울,드라이브 코스
가로수길 주변에 분위기 좋은 카페 있나요?,없음,가로수길,분위기 좋은 카페
오늘 점심은 뭐 먹지?,점심,없음,없음
오늘 점심은 뭐 먹지?,점심,서울,모름
오늘 저녁은 뭘 먹을까요?,없음,없음,없음
오늘은 어디서 뭘 먹을까나~,없음,없음,없음
오늘 점심은 뭐 먹지?,점심,없음,없음
을지로3가역 근처에 분위기 좋은 카페 있나요?,없음,을지로3가역,분위기 좋은 카페
여기서 가장 가까운 역은 어디인가요?,없음,없음,지하철역
강남역 주변의 분위기 좋은 카페 좀 추천해주세요.,없음,강남역,분위기가 좋아야 함
홍대나 신촌 근처에서 저녁 먹을 곳 추천해주세요!,없음,홍대,없음
여기서 제일 가까운 지하철역이 어디야?,없음,없음,가장 가까운 지하철역
대전역 근처에 술을 마실 수 있는 분위기 좋은 바가 있을까요?,없음,대전역,분위기 좋은 술집
강남역 부근 점심식사 할 곳 추천해주세요.,없음,강남역,없음
강남역 근처의 맛있는 레스토랑을 알려주세요.,없음,강남역,레스토랑
치킨 어디가 맛있냐?,없음,없음,치킨
여자친구랑 데이트하기 좋은 곳 어디가 좋을까요?,없음,서울 전역,데이트 장소
서울에 분위기 좋은 레스토랑 알려주세요.,없음,서울,분위기 좋은 레스토랑
강남구청역 근처에 맛있는 라멘집이 어디죠?,없음,강남구청역,라멘
서울에 유명한 곱창집을 알려주세요.,없음,서울,곱창
혹시 홍대입구역 근처에 괜찮은 파스타집 있나요?,없음,홍대입구역,파스타
홍대에서 점심 먹을건데 어디가 좋을까요?,점심,홍대,없음
서울 근교 드라이브 코스 추천해주세요.,없음,서울,드라이브코스
한양대역 근처에 괜찮은 카페 추천해주세요.,없음,한양대학교,카페
지금 갈만한 분위기 좋은 술집 추천해줘.,저녁,없음,분위기 좋은 곳
일본여행 가는데 도쿄에 가면 꼭 가봐야 하는 곳 좀 알려주세요.,없음,도쿄,관광지
여자친구랑 같이 갈 만한 분위기 좋은 레스토랑 추천해주세요.,없음,없음,여자친구와 함께 갈 수 있는 분위기 좋은 레스토랑
저녁식사로 좋은 식당을 알려주세요.,저녁,없음,없음
강남역 맛집 추천해주세요.,없음,강남역,없음
홍대에 있는 분위기 좋은 레스토랑을 알려주세요.,없음,홍대,분위기 좋은 레스토랑
홍대입구역 근처에서 혼자 밥 먹을만한 곳 있나요?,없음,홍대입구역,혼자 밥 먹기 좋은 곳
강남역 근처에 괜찮은 식당 있나요?,없음,강남역,비싸지 않고 맛있는 곳
홍대에 분위기 좋은 술집이 있을까?,저녁,홍대,분위기
서울 근교로 드라이브 갈만한 곳 있나요?,없음,서울,드라이브 코스
서울 근교에 괜찮은 펜션 좀 알려줘!,없음,서울,펜션
요즘 볼만한 영화 뭐 있어?,없음,전국,영화
성수동 카페거리에서 분위기 좋은 카페를 찾고 있습니다. 괜찮은 곳 있으면 추천 부탁드려요.,없음,성수동 카페거리,분위기 좋은 카페
이태원 맛집 추천해 주세요.,없음,이태원,없음
강남역 주변 가성비 좋은 식당이 어디있을까요?,없음,강남역,가성비가 좋은 식당
서울에서 가볼만한 곳 있을까요?,없음,서울 전역,"여행지, 관광지 등"
강남쪽에 분위기 좋고 조용한 술집 좀 알려주세요~,저녁,강남구,분위기 좋고 조용한 술집
강남역 주변에 괜찮은 맛집 있나요?,없음,강남역,양식
서울 근교 드라이브 코스 좀 찾아줘.,없음,서울,드라이브 코스
강남역 근처 맛집을 알려주세요.,저녁,강남역,없음
강남역 주변에 괜찮은 횟집 추천해주세요.,없음,강남역,횟집
강남역 근처에 혼밥하기 좋은 식당이 있나요?,없음,강남역,혼밥 가능한 곳
강남역 주변에 괜찮은 한식집 있을까요?,없음,강남역,한식
압구정로데오역에 있는 도산공원 카페 중 분위기 좋은 곳 알려주세요.,없음,압구정로데오역,디저트카페
홍대입구역 근처의 괜찮은 술집을 알려줘.,저녁,홍대입구역,괜찮은 술집
건대입구역에서 분위기 좋고 안주가 맛있는 술집 알려주세요.,저녁,건대입구역,"분위기, 안주"
혹시 강남구청역 주변에 맛집이 있을까요?,없음,강남구청역,없음
홍대근처 맛집 추천해주세요.,없음,홍대,없음
강남역 주변에서 회식할만한 곳이 있을까요?,없음,강남역,회식 장소
이태원에서 분위기 좋은 바 추천해주세요.,없음,이태원,분위기 좋은 바
홍대입구역 근처에 늦게까지 하는 카페 있나요?,없음,홍대입구역,늦게까지 영업하는 카페
제주도 여행갈 때 가볼만한 곳이 어디가 있을까요?,없음,제주도,가볼만한 곳
전주에 가면 뭘 먹어야 하나요?,없음,전주,전주의 명물
홍대입구역 근처에 브런치를 먹을 수 있는 카페가 있을까요?,점심,홍대입구역,브런치
점심에 뭐 먹지?,점심,서울,없음
홍대입구역 근처에 맛있는 파스타집 있나요?,없음,홍대입구역,맛있는 파스타집
강남역 주변에 파스타집 어디가 좋아?,저녁,강남역,파스타
강남역에서 친구들이랑 가기 좋은 술집 좀 추천해주세요!,저녁,강남역,술집
잠실새내에서 친구들이랑 갈만한 술집 있나요?,저녁,잠실새내,"4인 이상, 안주가 맛있는 곳"
"이번주 주말에 친구들이랑 놀러갈건데, 서울에서 가볼만한 곳 추천해주세요.",없음,서울,가볼만한 곳
이태원역 근처에 혼밥하기 좋은 곳 알려줘.,없음,이태원역,혼밥하기 좋은 곳
부산에 놀러갈건데 회랑 조개구이 맛있는 집 알려주세요!,없음,부산,"회, 조개구이가 맛있는 곳"
주말에 친구들이랑 갈만한 분위기 좋은 레스토랑 추천해주세요.,없음,이태원,분위기 좋은 레스토랑
여기서 가장 가까운 맛집을 찾아줘.,없음,없음,없음
점심 뭐 먹지?,점심,없음,없음
강남역에서 소개팅하는데 분위기 좋은 레스토랑 있을까요?,없음,강남역,분위기 좋은 레스토랑
강남역 주변에 회식하기 좋은 고깃집 알려줘.,없음,강남역,회식하기 좋은 고깃집
성수역 근처 분위기 좋은 카페 추천해주세요.,없음,성수역,분위기 좋은 카페
강남역 주변에 괜찮은 술집이 어디지?,저녁,강남역,"술, 안주"
지금 날씨에 입기 좋은 옷이 뭐가 있을까요?,아침,서울,봄옷
을지로3가역 근처에 혼자 밥먹기 좋은 곳 있나요?,없음,을지로3가역,혼자 밥먹기 좋아야 함
강남역 주변에 브런치 괜찮은 곳 있나요?,점심,강남역,브런치
서울대학교 기숙사 식당은 어떻게 이용하나요?,없음,서울대학교 관악캠퍼스,없음
홍대입구역 근처에 분위기 좋은 카페 있을까요?,없음,홍대입구역,분위기 좋은 카페
강남역에서 혼밥할만한 식당 추천해주세요.,없음,강남역,혼밥
부산 여행지 추천해주세요!,없음,부산,없음
홍대입구역 근처에 혼밥하기 좋은 맛집을 알고 싶어요.,없음,홍대입구역,혼밥
강남역에서 제일 맛있는 고기집이 어디야?,없음,강남역,고기를 파는 곳
내일 저녁은 뭘 먹을까?,저녁,없음,없음
혹시 한양대 주변에 파스타 맛있게 하는 집 아는 사람 있니?,없음,한양대학교,파스타
왕십리역 근처에 분위기 좋은 카페 있나요?,없음,왕십리역,분위기 좋은 카페
강남역 주변에 괜찮은 술집 추천해줘.,저녁,강남역,괜찮은 술집
강남쪽에 맛있는 고기집 알려주세요.,점심,강남,고기
강남역 주변에 맛있는 고깃집 좀 알려 주세요.,점심,강남역,고기
강남역 근처에 분위기 좋은 카페가 있을까요? 추천해주세요.,없음,강남역,분위기 좋은 카페
서울역 근처 맛집을 알려주세요.,저녁,서울역,없음
강남구청역 주변에 혼밥하기 좋은 곳 있나요?,없음,강남구청역,혼밥
강남역 주변의 분위기 좋은 레스토랑 추천해주세요.,없음,강남역,분위기가 좋아야 함
점심으로 뭘 먹어야 잘 먹었다고 소문이 날까?,점심,없음,없음
경복궁 주변 파스타집 추천해주세요.,없음,경복궁,파스타
강남역 근처에 괜찮은 술집 있나요?,저녁,강남역,술집
강남역 근처에 괜찮은 레스토랑을 찾고 있어요. 도와주세요.,저녁,강남역,괜찮은 레스토랑
강남역에 분위기 좋은 술집 있나요?,저녁,강남역,분위기 좋은 술집
홍대입구역 근처에 분위기 좋은 술집 알려주세요!,저녁,홍대입구역,분위기 좋은 술집
이 세상에서 가장 맛있는 음식은 무엇인가요?,없음,없음,없음
강남구청역 주변에 맛집 알려주세요~,없음,강남구청역 근방,없음
오늘 저녁은 뭘 먹을까?,없음,없음,없음
서울 근교 드라이브 코스 추천해줘.,없음,서울,없음
주말에 가족들과 갈만한 서울 근교의 고깃집 알려줘.,없음,서울,고깃집
종로 쪽에 괜찮은 이자카야 있을까요?,없음,종로구,이자카야
이번 주말에 친구들과 함께 갈만한 분위기 좋은 레스토랑을 알려주세요.,저녁,서울,레스토랑
오늘 점심은 뭐먹지?,점심,없음,없음
강남구청역 근처 맛집 알려주세요!,없음,강남구청역,없음
강남역 주변의 괜찮은 식당 좀 알려줘!,점심,강남역,없음
강남구청역 주변에서 점심 먹을만한 곳 있나요?,없음,강남구청역,없음
친구들이랑 놀러갈만한 곳 추천해주세요.,없음,서울,당일치기로 다녀올 수 있는 곳
인천공항 주변에 호텔이 많이 있나요?,없음,인천공항,호텔
이태원에 분위기 좋은 레스토랑 추천해주세요.,없음,이태원,분위기 좋은 레스토랑
한양대 주변 혼밥하기 좋은 곳 있나요?,없음,한양대학교,혼밥
서울 근교 드라이브 코스 추천해주세요.,없음,서울,드라이브코스
내일 아침 7시에 문 여는 식당 알려줘.,아침,없음,영업 중인 식당
광화문역 주변 맛집 좀 알려줘!,없음,광화문역,없음
여기서 제일 가까운 편의점이 어디야?,없음,없음,가장 가까운 편의점 위치
왕십리역 주변 고기맛집 좀 알려주세요!!,없음,왕십리역,없음
강남역 주변에 분위기 좋은 카페 어디가 있을까요?,없음,강남역,분위기 좋은 카페
요즘 뜨는 맛집을 알려주세요.,없음,없음,없음
홍대입구역에서 가까운 맛집 추천해주세요.,없음,홍대입구역,가까움
서울 근교로 드라이브 갈만한 곳이 어디있을까요?,없음,서울,드라이브
이태원에서 가장 인기있는 피자 가게는 어디인가요?,점심,이태원,피자가게
압구정로데오 쪽에 분위기 좋은 술집이 있나요?,저녁,압구정로데오,분위기 좋은 술집
강남역 근처에서 혼자 밥먹기 좋은곳 있나요?,없음,강남역,혼밥하기 좋은 장소
오늘 점심은 뭐 먹지?,없음,없음,없음
홍대입구역에서 가까운 곳으로 점심 먹을만한 곳 있나요?,없음,홍대입구역,없음
강남역근처 파스타집 맛있는곳 알려주세요~,없음,강남역,파스타
오늘 저녁은 뭐먹지?,없음,없음,없음
내일 점심으로 뭐 먹을까?,점심,없음,없음
오늘 점심은 뭐 먹지?,점심,없음,없음
홍대입구역 근처에서 점심으로 혼밥하기 좋은 식당 알려주세요.,점심,홍대입구역,혼밥
강남역 주변에서 점심 먹을만한 곳 있나요?,점심,강남역,없음
내일 점심 뭐 먹지?,점심,없음,없음
건대쪽에 맛있는 중국집이 어디야?,점심,건대입구역,중국집
강남역에서 소개팅하기 좋은 곳 있나요?,없음,강남역,소개팅
왕십리역 주변 혼밥하기 좋은 곳 알려주세요.,없음,왕십리역,혼밥
배고픈데 뭘 먹어야 잘 먹었다고 소문이 날까요?,없음,없음,없음
강남역 맛집 추천해주세요.,점심,강남역,없음
이 근처에 괜찮은 식당이 있나요?,저녁,없음,없음
강남역 근처에 괜찮은 술집 있나요?,저녁,강남역,술집
홍대근처에 분위기 좋은 카페나 술집 좀 알려주세요~,저녁,홍대입구역,분위기 좋은 카페/술집
이태원 경리단길 맛집 좀 알려주세요.,없음,이태원 경리단길,없음
이번에 회사에서 회식하는데 괜찮은 고깃집 없나?,없음,강남,고기를 먹을 수 있는 곳
강남역 주변에 회식하기 좋은 곳이 있을까요?,없음,강남역,회식 장소
신사동 가로수길 맛집 추천해주세요.,없음,신사동 가로수길,없음
서울 근교로 당일치기 다녀올만한 곳 추천해주세요.,없음,서울,당일치기 가능한 지역
지금 강남역인데 뭐 먹지?,저녁,강남역,없음
강남역 주변에 가성비 좋은 스테이크집 있나요?,없음,강남역,가성비
종각역 부근 맛집 추천해주세요!,없음,종각역,없음
강남구청역 근처에 분위기 좋은 카페가 있나요?,없음,강남구청역,분위기 좋은 카페
가로수길 맛집 좀 알려주세요~!!,없음,가로수길,없음
강남역 주변에 괜찮은 술집 있나요?,저녁,강남역,술 마실만한 곳
강남역 근처에서 회식할 만한 장소를 찾아줘.,없음,강남역,회식장소
강남역 주변에 맛있는 파스타집 추천해주세요.,없음,강남역,맛있는 파스타
건대에서 친구들이랑 밥먹을건데 어디가 맛있나요?,없음,건대입구역,식당
강남역 근처에 맛있는 파스타집 있나요?,없음,강남역,맛있는 파스타집
서울역근처에서 점심먹을만한곳 알려주세요!,없음,서울역,없음
신촌 주변에 맛있는 중국집 있나요?,없음,신촌,중국집
홍대입구역 점심 먹을 곳 추천해줘.,점심,홍대입구역,없음
서울에서 혼자서 갈만한 맛집 알려주세요~,없음,서울,"혼밥, 혼술 가능한 맛집"
강남역 부근에 분위기 좋은 술집 있나요?,저녁,강남역,분위기 좋은 술집
강남역 주변에 분위기 좋은 레스토랑 있나요?,없음,강남역,분위기 좋은 레스토랑
서울에서 데이트하기 좋은 곳 알려주세요.,없음,서울 전역,데이트 장소
"오늘 오후 3시에 강남역 근처에서 여자친구랑 밥먹을건데, 분위기 좋고 맛있는 식당 좀 추천해줘.",점심,강남역,없음
강남역 근처에 괜찮은 카페 있나요?,없음,강남역,괜찮은 카페
홍대입구역 근처에 혼자서 갈만한 술집 있나요?,저녁,홍대입구역,혼술 가능한 곳
성수동 카페거리에서 커피 마시기 좋은 곳 찾아줘.,없음,서울시 성동구,커피 마시기 좋은 곳
합정역 쪽에 맛있는 파스타집이 있나요?,없음,합정역,파스타
서울 강남역 근처 맛집 좀 알려줄래?,없음,서울 강남역,없음
강남역 주변에 소개팅 하기 좋은 곳이 어디있을까요?,없음,강남역,소개팅
다음주 화요일 저녁에 갈만한 연남동 레스토랑 추천해줘.,없음,연남동,예약 가능 여부 확인 필요
강남역 근처에 분위기 좋은 술집 있나요?,저녁,강남역,분위기 좋은 술집
강남역 근처에 점심으로 먹기 좋은 곳이 어디가 있을까요?,점심,강남역,없음
이 근방에 괜찮은 카페 있나요?,없음,신사동 가로수길,커피를 마실 수 있는 곳
강남역 주변에 분위기 좋은 레스토랑을 찾고 있어요. 어디가 좋을까요?,저녁,강남역,분위기 좋은 레스토랑
홍대입구역 근처에 맛있는 라멘집 추천해주세요.,없음,홍대입구역,라멘
성수동 맛집 추천해주세요.,없음,성수동,없음
이태원 경리단길 맛집 추천해주세요.,없음,이태원 경리단길,없음
홍대에서 가장 유명한 클럽은 어디야?,없음,홍대입구역 근방,클럽
강남역 주변에 분위기 좋고 조용한 식당 있을까요?,저녁,강남역,데이트 코스
홍대에서 친구랑 밥먹을건데 어디가 좋을까요?,없음,홍대,없음
홍대입구역 근처에 분위기 좋은 술집 추천해주세요.,저녁,없음,분위기 좋은 술집
홍대입구역에서 가까운 초밥집 추천해주세요.,점심,홍대입구역,초밥
"제주도 여행 계획중인데, 가볼만한 곳이 있을까요?",없음,제주도,관광지
서울에서 가장 유명한 떡볶이집은 어디인가요?,없음,서울,떡볶이
서울에서 놀만한 곳 좀 알려주세요~,없음,서울,놀만한 곳
"부산 해운대에 놀러가는데, 분위기 좋은 레스토랑 추천해주세요.",없음,부산 해운대,분위기 좋은 레스토랑
홍대나 합정쪽에 분위기 좋은 술집 있나요?,저녁,홍대,분위기 좋은 술집
제주도 여행코스 좀 짜주세요.,없음,제주도,없음
가로수길에서 제일 맛있는 음식점이 어디야?,없음,가로수길,없음
서울 근교로 드라이브 갈만한 곳 추천해주세요.,없음,서울,드라이브
"성수동 카페거리를 가보고 싶은데, 괜찮은 곳이 어디인가요?",없음,성수동 카페거리,분위기가 좋아야 함
강남역 주변에 가성비 좋은 초밥집 있나요?,없음,강남역,가성비 좋은 초밥집
가로수길에서 분위기 좋고 맛있는 레스토랑을 찾고 있어요.,없음,가로수길,없음
성수동 카페거리 중 분위기 좋은 브런치카페 있나요?,없음,성수동 카페거리,브런치카페
서울역 근처에 가성비 좋은 술집 있나요?,저녁,서울역,가성비 좋은 술집
강남역 맛집 추천해주세요!,없음,강남역,없음
오늘 저녁은 뭐 먹지?,저녁,없음,없음
주말에 친구들과 함께 갈만한 맛집을 추천해주세요.,없음,없음,없음
가로수길 술집 분위기 좋은 곳 알려주세요!,저녁,가로수길,술집
이태원 쪽에 분위기 좋은 레스토랑 있나요?,없음,이태원,분위기가 좋아야 함
서울에서 가장 맛있는 빵집은 어디인가요?,없음,서울,빵이 맛있는 곳
서울역 근처에 괜찮은 호텔 좀 찾아봐줘.,없음,서울역,괜찮은 호텔
"지금 서울에 놀러왔는데, 여기서 가장 핫한 곳은 어디야?",없음,서울,없음
강남역 근처에 맛있는 돈까스집 좀 알려주세요.,없음,강남역,맛있는 돈까스
이 근처에 맛있는 초밥집 있나요?,없음,없음,초밥
이태원이나 한남동 쪽으로 와인바 추천 좀 해주세요!!,없음,이태원,와인바
이태원에서 분위기 좋고 맛있는 레스토랑 추천해주세요.,없음,이태원,"분위기, 맛"
홍대입구역 근처에 분위기 좋은 카페 있나요?,없음,홍대입구역,분위기 좋은 카페
강남구청역 쪽에 괜찮은 카페가 있을까요?,없음,강남구청역,괜찮은 카페
제주도 여행코스좀 짜주세요.,없음,제주도,없음
혹시 서울대학교 주변에 괜찮은 술집 있나요?,저녁,서울대학교,술집
점심으로 먹을 만한 맛있는 한식집 추천해주세요.,점심,없음,한식
강남에서 회식장소로 괜찮은 고깃집 알려줘!,저녁,강남,회식장소
서울 근교 여행지 추천해주세요.,없음,서울,없음
내일 점심으로 먹을만한 메뉴를 추천해줘.,없음,성수동,없음
서울 근교 드라이브 코스 어디가 좋을까요?,없음,서울,드라이브 코스
저녁으로 먹을 만한 것 좀 추천해 주세요.,저녁,없음,없음
혹시 왕십리에서 곱창 맛있게 하는 집 아세요?,없음,왕십리,곱창
제주도에서 흑돼지를 먹을 수 있는 맛집을 알고 있나요?,없음,제주도,흑돼지
강남역 주변에 초밥집 괜찮은데 있을까요?,없음,강남역,초밥
이번에 제주도 가는데 어디가 좋을까?,없음,제주도,없음
홍대에서 데이트 할만한 곳 있나요?,없음,홍대,데이트
친구들이랑 술 한잔 하기 좋은 술집 알려주세요.,저녁,없음,소주 마시기 좋은 곳
홍대입구역 근처의 괜찮은 카페를 알려주세요.,없음,홍대입구역,커피가 맛있는 곳
오늘 점심은 뭘 먹을까요?,점심,없음,없음
가로수길 카페 중에 괜찮은 곳 있나요?,없음,가로수길,카페
점심으로 먹을 만한 메뉴 추천해줘.,점심,없음,없음
강남구청역 점심 먹을만한 곳 있을까요?,없음,강남구청역,없음
강남역 근처에 소개팅하기 좋은 레스토랑 추천해주세요.,없음,강남역,소개팅하기 좋은 레스토랑
인천공항 가는 길에 맛있는 식당이 있을까요?,없음,인천공항,없음
강남역에 맛있는 파스타집 있나요?,없음,강남역,맛있는 파스타집
홍대입구역 주변의 가성비 좋은 초밥집 추천해주세요.,없음,홍대입구역,가성비가 좋아야 함
강남역에서 친구들과 술 마시기 좋은 곳 어디야?,저녁,강남역,술 마시기 좋은 곳
이태원 분위기 좋은 레스토랑 추천해주세요!,없음,이태원,분위기 좋은 레스토랑
강남역 근처에 파스타 맛있는 집 좀 알려주세요.,없음,강남역,파스타
건대입구역 주변에 혼밥하기 좋은 식당 알려주세요.,없음,건대입구역,혼밥
이태원 경리단길 카페 어디가 좋아?,없음,이태원 경리단길,카페
내일 점심은 뭘 먹을까요?,없음,없음,없음
한양대 근처 매란방이랑 금룡말고 맛있는 짜장면집 있나요?,없음,한양대,중국집
저녁으로 치킨 먹을까 피자 먹을까?,저녁,없음,치킨과 피자 중 선택
강남역 주변에 혼자서 밥먹기 좋은 곳이 있을까요?,없음,강남역,혼자서 밥먹기 좋은 곳
강남역 맛집 알려주세요!!,없음,강남역,없음
가로수길에 맛있는 파스타집 있나요?,점심,가로수길,파스타
제주도에서 꼭 먹어야할 음식은 무엇인가요?,없음,제주도,없음
소개팅 장소로 어디가 좋을까요?,없음,강남구,소개팅
분위기 좋은 레스토랑이나 와인바가 있을까요?,저녁,가로수길,"분위기 좋은 레스토랑, 와인바"
강남역 주변에 맛있는 초밥집 있나요?,없음,강남역,초밥
역삼역 점심 메뉴 추천해줘.,없음,역삼역,없음
내일 저녁 메뉴 추천 받습니다!,저녁,없음,없음
내일 저녁 메뉴 추천해주세요.,저녁,없음,없음
지금 강남인데 뭐 먹을까?,없음,서울특별시 강남구,없음
강남역 주변에 소개팅하기 좋은 레스토랑을 찾아줘.,없음,강남역,소개팅
강남역 근처에 혼밥하기 좋은 곳 있나요?,없음,강남역,혼밥
제주도에서 흑돼지를 먹을 수 있는 맛집은 어디가 좋을까요?,없음,제주도,흑돼지
저녁에 먹을만한 거 추천해주세요.,저녁,없음,없음
"신촌, 홍대쪽 분위기 좋은 레스토랑 추천해 주세요~",없음,신촌,분위기 좋은 레스토랑
내일은 날씨가 어떨까요?,없음,없음,날씨
"을지로 양식, 한식 맛집 추천 부탁드려요!",없음,을지로,양식 또는 한식
건대입구쪽에 분위기 좋은 술집 좀 알려주세요.,저녁,건대입구,분위기 좋은 술집
홍대입구역 부근 카페나 디저트집 추천해주세요!,없음,홍대입구역,"카페, 디저트"
강남역 근처에 점심 먹기 좋은 한식집 찾아줘.,점심,강남역,한식당
홍대입구역 주변 괜찮은 카페 추천해주세요.,없음,홍대입구역,카페
